State,Division,Region,Branch,Route Code,Village Name,pincode,Center Name,Group Name,Name,Loan nature,Employee Name for clinet,Existing Loan amount ,Loan Date,AGE,ID_DETAILS,ADHAAR NUMBER,Marital_Status,INCOME SOURCE,LoanStatus
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELA,Allivaram,506303,Kamarajar,Sanjay-2,Patel Lalitaben,1,Sekar,112806,30-05-2013,24,588UT-64,3.45E+15,Married,FLOWER SELLER,YES
Tamil Nadu,TN 01,VELLORE,Vellore,TVELVELA,Allivaram,506303,Pennathur,Thrumagar,Thakor Sukeshaben,1,Sekar,90651,19-01-2015,31,254NB/22,7.00E+15,Married,DAIRY,YES
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELA,Allivaram,506303,Bajanai koil,Kottai,Barot Kesarben,1,Sekar,170093,11-03-2015,41,554QV-46,2.94E+15,Married,BUSINESS,NO
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELA,Allivaram,506142,Munusamy stt,Idhayam-2,Panara Yasminabanu,1,Sekar,90216,06-04-2015,29,259UD/79,8.15E+15,Married,DAIRY,NA
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELA,Allivaram,506201,Allivaram,Malargal,Chavda Hiraben kalidas,1,Sekar,140644,28-08-2015,27,175AR-37,9.20E+15,Married,OTHER,YES
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELA,Allivaram,506371,Allivaram,Maha,Thakor Ramilaben,1,Sekar,32846,26-01-2015,46,381YL/44,3.99E+15,Married,AGRICULTURE,YES
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELA,Chetheri,506175,Lotus,Lotus,Lalitaben Bhikhabhai Patel,1,Sekar,42576,06-02-2014,28,665KS-25,4.37E+15,Married,DAIRY,NA
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELA,Chetheri,506175,Pillayar koil nstt,Balaji,Prajapati Bharatiben,1,Sekar,101945,07-05-2014,23,428WM/72,5.10E+15,Married,OTHER,NO
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELA,Chetheri,506175,Retti stt,Chittibabu,Ramilaben NA,1,Sekar,136850,23-06-2014,22,433ZM-79,7.55E+15,Married,OTHER,YES
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELA,Chetheri,505445,Chetheri,Icecream,Shodha Revaben,1,Sekar,177281,08-02-2013,29,216HA/93,5.78E+15,Widowed,OTHER,NA
Karnataka,KA 01,MULBAGAL,Mulbagal Rural,KMULMULD,Gottikunte,505305,Gottikunte,Gangamma,Chauhan Sangitaben,1,Praveen Kumar,224913,29-09-2014,48,546DA-49,1.91E+15,Married,AGRICULTURE,YES
Karnataka,KA 01,MULBAGAL,Mulbagal Rural,KMULMULD,Gottikunte,505532,Gottikunte,Gangamma,Khalifa Jituben,1,Praveen Kumar,203744,10-04-2015,18,192UV/16,6.84E+15,Widowed,DAIRY,NO
Karnataka,KA 01,MULBAGAL,Mulbagal Rural,KMULMULD,Dasarthimanahalli,505330,Dasarthimanahalli,Veeranjaneya,Shekh Reshma,1,Praveen Kumar,223317,17-08-2014,39,198RW-84,2.43E+15,Married,DAIRY,YES
Karnataka,KA 01,MULBAGAL,Mulbagal Rural,KMULMULD,Dasarthimanahalli,505531,Dasarthimanahalli,Anjanayaswamy,Rabari kokilaben,1,Praveen Kumar,84811,20-02-2014,23,138GV/88,7.56E+15,Married,BUSINESS,NA
Karnataka,KA 01,MULBAGAL,Mulbagal Rural,KMULMULD,Dasarthimanahalli,505466,Dasarthimanahalli,Sumithra,Baraiya Jashiben,1,Praveen Kumar,221542,14-06-2015,36,413HS-49,8.23E+15,Married,AGRICULTURE,NO
Karnataka,KA 01,MULBAGAL,Nangali,KMULNANE,Mallasandra,505527,Mallasandra 10340,Ganesha,Patel Sushilaben,1,Praveen Kumar,142168,07-12-2015,46,613MI/65,7.65E+15,Married,AGRICULTURE,YES
Karnataka,KA 01,MULBAGAL,Nangali,KMULNANE,Kurudamale,505460,Kurudamale gate,Srivinayaka,Chauhan Manjulaben,1,Praveen Kumar,190111,15-10-2013,36,167BR-70,6.08E+15,Married,OTHER,YES
Karnataka,KA 02,NELAMANGALA,Tiptur,KTIPTIPC,halepalya,505305,halepalya,varalakshmi,Ghanchivora Afsana,1,Prasanth,158223,14-09-2015,38,634ZA/44,8.76E+15,Married,OTHER,YES
Karnataka,KA 02,NELAMANGALA,Tiptur,KTIPTIPB,mayagowdana halli,505526,mayagowdana halli,power,Sipai Maherajbibi,1,Prasanth,26938,17-09-2014,42,524VL-67,3.60E+15,Married,AGRICULTURE,YES
Karnataka,KA 02,NELAMANGALA,Tiptur,KTIPTIPB,mayagowdana halli,505306,mayagowdana halli,singham,Ghanchivora Shubhanbibi,1,Prasanth,71194,07-08-2013,30,128LC/12,7.50E+15,Married,BUSINESS,YES
Karnataka,KA 02,NELAMANGALA,Tiptur,KTIPTIPC,madehalli,505450,madehalli,veerabadreswara,Fakir Sayra,1,Prasanth,137829,06-03-2013,39,620OY-70,8.59E+15,Married,BUSINESS,YES
Karnataka,KA 02,NELAMANGALA,Tiptur,KTIPTIPB,madhihalli,505402,madhihalli,siri,Vora Husenabibi,1,Prasanth,72374,05-05-2015,47,276YM/47,1.34E+15,Married,AGRICULTURE,YES
Karnataka,KA 02,NELAMANGALA,Tiptur,KTIPTIPB,madihalli,505524,madhihalli,kariyammadevi,Mansuri Nasimbanu,1,Prasanth,22708,08-11-2015,35,588BG-66,7.00E+15,Married,DAIRY,NA
Karnataka,KA 02,NELAMANGALA,Tiptur,KTIPTIPC,madehalli,505402,madehalli,anjeneyaswamy,Malek Residabibi,1,Prasanth,203452,27-07-2014,39,333VP/32,9.57E+15,Married,BUSINESS,YES
Karnataka,KA 02,NELAMANGALA,Tiptur,KTIPTIPB,vaddarahatti,505469,vaddarahatti,vinayaka,Panara Saberabanu,1,Prasanth,112453,21-07-2014,41,316TO-74,6.77E+15,Married,LAND,YES
Karnataka,KA 02,NELAMANGALA,Tiptur,KTIPTIPB,vaddarahatti,505302,vaddarahatti,priyanka,Thakor Nandiben,1,Prasanth,66471,12-04-2015,20,216RO/48,8.94E+15,Married,AGRICULTURE,YES
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELA,R N palayam,505466,R N palayam,Khader,Thakor Laliben,1,Ashok Babu,57194,13-07-2015,24,630WP-67,5.03E+15,Married,AGRICULTURE,NO
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELA,Sirukanchi,505455,Ponniyamma street,Ram,Thakor Tinaben Shaileshji,1,Ashok Babu,152836,05-10-2013,24,544HS/81,7.71E+15,Married,BUSINESS,YES
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELA,Sirukanchi,505001,Mariyamman street,Angel,Rabari Samuben,1,Ashok Babu,112190,22-01-2016,28,642NZ-32,4.77E+15,Married,BUSINESS,YES
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELA,Sirukanchi,505452,Ponniyamma street,Anbu,Pathan Sahenajbanu,1,Ashok Babu,107546,30-12-2014,36,119IJ/61,3.60E+15,Married,BUSINESS,YES
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELA,Sadhuperi,505415,Gandhi road,Kalasam 1`,Pathan Nargisbanu,1,Ashok Babu,94450,20-12-2015,23,102VE-27,6.10E+15,Widowed,BUSINESS,YES
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELA,Sadhuperi,505529,Gandhi road,Kalasam 2,Sharma Kokilaben,1,Ashok Babu,67371,05-06-2015,42,198NF/10,1.51E+15,Married,OTHER,NO
Tamil Nadu,TN 02,VELLORE,Vellore,TVELVELA,Sadhuperi,505401,Ambigaiamman koil street,Mangalam,Vyas Ushaben,1,Ashok Babu,60956,31-01-2014,46,246AY-42,3.16E+15,Married,OTHER,NO
Tamil Nadu,TN 02,VELLORE,Katpadi,TVELKATC,Sathvachari,505325,Nehru nagar,Deena,Chunara Shardaben,1,Ashok Babu,194115,06-06-2013,37,107VV/59,6.79E+15,Married,OTHER,YES
Tamil Nadu,TN 02,VELLORE,Katpadi,TVELKATC,Sathvachari,505526,Nehru nagar,Hemalatha,Pandav   Naneeben,1,Ashok Babu,209686,13-08-2014,35,673XJ-45,9.19E+15,Widowed,OTHER,YES
Tamil Nadu,TN 02,VELLORE,Katpadi,TVELKATC,Sathvachari,505405,Voc nagar,Sanjeevi,PANDAV   MADHUBEN,1,Ashok Babu,143281,23-09-2013,34,639IT/88,7.38E+15,Married,AGRICULTURE,NA
Tamil Nadu,TN 01,ULUNDURPET,Ulundurpet,TUDPUDPB,Nachiyar pet,505403,Nachiyar pet,Ajith-1,Pandav   Kokilaben,1,Sekar,40164,29-04-2014,33,165OT-59,2.38E+15,Married,AGRICULTURE,NO
Tamil Nadu,TN 02,VELLORE,Katpadi,TVELKATC,Sathvachari,505452,Nehru nagar,Lakshmi 1,Pandav   Maniben,1,Ashok Babu,181039,05-05-2013,37,574PP/76,7.86E+15,Widowed,OTHER,YES
Tamil Nadu,TN 01,ULUNDURPET,Ulundurpet,TUDPUDPB,Nachiyar pet,505303,Nachiyar pet,Ajith-2,SOLANKI   MADHUBEN,1,Sekar,25466,07-08-2013,33,628SK-44,4.20E+15,Married,OTHER,YES
Tamil Nadu,TN 02,VELLORE,Katpadi,TVELKATC,Sadhuperi,505404,Nehru nagar 1,Durga 1,Rabari Rasuben,1,Ashok Babu,123261,10-06-2013,39,399UN/88,8.77E+15,Married,AGRICULTURE,NO
Tamil Nadu,TN 01,ULUNDURPET,Ulundurpet,TUDPUDPB,Nachiyar pet,505403,Nachiyar pet,Ajith-3,Solanki   Gauriben,1,Sekar,191009,08-07-2014,44,685ZV-71,5.15E+15,Married,AGRICULTURE,NA
Tamil Nadu,TN 02,VELLORE,Katpadi,TVELKATC,Sathvachari,505405,Nehru nagar 1,kavadi,Pandav   Hansaben,1,Ashok Babu,198181,20-02-2014,24,398XO/66,7.44E+15,Married,AGRICULTURE,YES
Tamil Nadu,TN 01,ULUNDURPET,Ulundurpet,TUDPUDPB,Nachiyar pet,505473,Nachiyar pet,Ajith-4,Rabari Bhanuben,1,Sekar,77598,11-11-2015,44,519YT-25,5.97E+15,Married,BUSINESS,NA
Tamil Nadu,TN 02,VELLORE,Katpadi,TVELKATC,Sathvachari,505532,Nehru nagar 1,Ganga,Ghanchivora Halimbanu,1,Ashok Babu,21403,18-02-2013,29,534MY/43,5.96E+15,Married,BUSINESS,NO
Tamil Nadu,TN 02,VELLORE,Katpadi,TVELKATC,Sathvachari,505403,Nehru nagar 1,Padayappa,Rabari Kamuben,1,Ashok Babu,70196,18-09-2013,30,478WI-24,4.10E+15,Married,AGRICULTURE,YES
Tamil Nadu,TN 02,VELLORE,Katpadi,TVELKATC,Sathvachari,505454,Nehru nagar 1,Shabari,Rabari Geetaben,1,Ashok Babu,203329,18-01-2016,41,399BG/13,4.93E+15,Married,AGRICULTURE,NO
Tamil Nadu,TN 02,VELLORE,Katpadi,TVELKATC,Sathvachari,505528,Sathvachari1,Sathyavakku,Rabari Gitaben,1,Ashok Babu,185082,10-05-2015,19,415GK-80,8.90E+15,Married,FLOWER SELLER,YES
Tamil Nadu,TN 02,VELLORE,Vellore,TVELKATC,Sathvachari,505453,Ponvel nagar1,Oscar,Pathan Fakrunisa,1,Ashok Babu,123947,15-11-2013,38,316XF/30,8.00E+15,Married,OTHER,NO
Tamil Nadu,TN 02,VELLORE,Katpadi,TVELKATC,Sathvachari,505415,Nehru nagar 1,kalpana,Pathan Senajabanua,1,Ashok Babu,177443,11-08-2014,37,132MF-84,5.95E+15,Married,OTHER,YES
Tamil Nadu,TN 02,VELLORE,Vellore,TVELKATC,Sathuvachari,505460,Sathuvachari,Pink rose,Fakir Firadosbanu,1,Ashok Babu,150883,07-01-2016,32,437JE/68,8.95E+15,Married,FLOWER SELLER,NA
Tamil Nadu,TN 02,VELLORE,Vellore,TVELKATC,Sathvachari,505462,Ponvel nagar,Sukriya,Mumtajbanu Saukatmiya shekh,1,Ashok Babu,191324,30-12-2014,43,132MN-22,7.20E+15,Married,OTHER,YES
Tamil Nadu,TN 02,VELLORE,Vellore,TVELKATC,Sathvachari,505524,Nehru nagar,Sri ragavendra,Rabari Jashiben,1,Ashok Babu,196206,10-01-2015,41,608FZ/76,5.05E+15,Married,BUSINESS,NA
Tamil Nadu,TN 01,ULUNDURPET,Ulundhurpet,TUDPUDPA,Keenanur,505001,Keeranur,Shadhana-1,Rabari Vinaben,1,Sekar,31474,06-11-2014,26,578BQ-70,7.33E+15,Married,BUSINESS,NO
Tamil Nadu,TN 01,ULUNDURPET,Ulundhurpet,TUDPUDPA,Keenanur,505306,Keeranur,Sadhana-2,Rabari Madhuben,1,Sekar,78463,30-01-2013,33,469LR/27,7.26E+15,Married,OTHER,NO
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Punnihalli,505301,Punnihalli N,Hydervalli,Rabari Dhaniben,1,Praveen Kumar,66750,09-09-2014,19,517JY-91,7.87E+15,Married,OTHER,YES
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Punnihalli,505460,Punnihalli N,Saraswathi,Rabari Jashiben,1,Praveen Kumar,53041,12-03-2013,24,621YT/72,9.14E+15,Widowed,AGRICULTURE,YES
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Punnihalli,505454,Punnihalli N,Geetha,Barot Snehalben,1,Praveen Kumar,97656,07-12-2014,42,267AF-19,2.67E+15,Married,FLOWER SELLER,NA
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Punnihalli,505415,Punnihalli N,Gangamma,Chauhan Ambaben,1,Praveen Kumar,215432,11-12-2013,35,404DB/14,1.32E+15,Married,DAIRY,YES
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Tammireddyhalli,505532,Tammireddyhalli,Chodeshwari 1,Khalifa Nashimbanu,1,Praveen Kumar,14543,14-03-2015,29,225SY-34,2.34E+15,Widowed,FLOWER SELLER,YES
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Tammireddyhalli,505301,Tammireddyhalli,Sappalamma,Thakor Kantaben Naranbhai,1,Praveen Kumar,220203,08-01-2015,47,105NP/39,5.50E+15,Married,AGRICULTURE,YES
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Tammireddyhalli,505403,Tammireddyhalli,Ganesh,Shekh Sherbanu,1,Praveen Kumar,85823,30-01-2014,29,250JU-90,6.15E+15,Married,OTHER,NO
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Punnihalli,505325,Punnihalli 3,Subramanya swamy,Khalifa Salmabanu,1,Praveen Kumar,80402,10-11-2015,46,554WN/96,4.62E+15,Married,OTHER,NO
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Punnihalli,505473,Punnihalli M,Gangamma,Thakor Laliben,1,Praveen Kumar,74244,26-01-2013,36,275SV-57,9.78E+15,Married,BUSINESS,NO
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Puniyahalli,505402,Punyahalli,Shalini,Thakor kaelasben,1,Praveen Kumar,38111,27-07-2014,42,150QH/30,8.74E+15,Married,AGRICULTURE,YES
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Upparahalli,505001,Upparahalli 1,Chodeshawari,Malek jarinabibi,1,Praveen Kumar,53227,26-10-2015,41,166OA-73,8.29E+15,Married,OTHER,NA
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Puniyahalli,505302,Punyahalli 1,Anjanayas,Datniya Bhavanaben Manubhai,1,Praveen Kumar,185263,15-08-2013,23,315SH/81,8.89E+15,Married,AGRICULTURE,NA
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Puniyahalli,505404,Punyahalli 1,Narasimhaswamy,Hetal Binodbhai Baghry,1,Praveen Kumar,94847,19-10-2013,39,513SW-74,5.05E+15,Married,BUSINESS,NA
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Puniyahalli,505455,Punyahalli 1,Gangothri,Vaghela Kokilaben,1,Praveen Kumar,79709,31-03-2013,26,470RE/81,3.79E+15,Married,AGRICULTURE,NO
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Puniyahalli,505469,Punyahalli 1,Narasimhaswami2,Rathod Minaben,1,Praveen Kumar,57105,10-10-2015,28,147NU-35,7.74E+15,Married,BUSINESS,YES
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Punnihalli,505501,Punyahalli 1,Dhanalakshmi,Jankben Gnpasinh Rathod,1,Praveen Kumar,127496,15-10-2014,35,628UO/25,4.60E+15,Married,OTHER,YES
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Banguvadhi,505467,Banguvadhi,Vinayaka,Rathod Shilpaben,1,Praveen Kumar,27379,13-03-2013,24,390HF-41,2.06E+15,Married,AGRICULTURE,YES
Karnataka,KA 01,MULBAGAL,Nangali,KMULNAND,Punnihally,505532,Punnihalli,Kaveri,Rathod Rajiyaben,1,Praveen Kumar,164419,16-03-2015,37,348IW/37,3.27E+15,Married,DAIRY,YES
Tamil Nadu,TN 02,VELLORE,Katpadi,TVELKATA,Katpadi,505405,Agravaram,Pooja,Rathod Manjulaben,1,Ashok Babu,123218,14-05-2015,29,685EZ-91,6.70E+15,Widowed,AGRICULTURE,YES
Tamil Nadu,TN 02,VELLORE,Katpadi,TVELKATA,Mounagurusammystreet,505453,Mounagurusamystreet,Gundumalli,Rathod Rupalben,1,Ashok Babu,142961,09-06-2014,27,346AR/24,7.12E+15,Married,AGRICULTURE,NA
Tamil Nadu,TN 02,VELLORE,Katpadi,TVELKATA,Vellore,505462,Vasanthapuram,Annaitherasa,Sopermar Vimalaben,1,Ashok Babu,153219,01-06-2014,47,375TZ-48,2.87E+15,Married,AGRICULTURE,YES
Tamil Nadu,TN 02,VELLORE,Katpadi,TVELKATA,Killor,505405,Binmill,Kalesha,Sopermar Kokilaben,1,Ashok Babu,217998,12-12-2013,35,328TP/83,9.42E+15,Married,FLOWER SELLER,NO
Karnataka,KA 01,MULBAGAL,Mulbagal Rural,KMULMULD,Siddagatta,505001,Siddagatta 1,Bhagyalakshmi,Parmar Amaratben,1,Praveen Kumar,211807,07-12-2014,20,610QY-45,9.77E+15,Married,FLOWER SELLER,YES
Karnataka,KA 01,MULBAGAL,Mulbagal Rural,KMULMULD,Siddagatta,505331,Siddagatta 1,Padmamma,Parmar Manguben,1,Praveen Kumar,72176,07-10-2013,48,204BK/68,8.05E+15,Married,BUSINESS,YES
Karnataka,KA 01,MULBAGAL,Mulbagal Rural,KMULMULD,Siddagatta,505415,Siddagatta 1,Vinayaka,Sodha Sitaben,1,Praveen Kumar,68211,23-06-2015,23,186DB-37,3.49E+15,Married,AGRICULTURE,NA
Karnataka,KA 01,MULBAGAL,Mulbagal Rural,KMULMULD,Siddagatta,505415,Siddagatta 1,Vinayaka,Sodhapermar Jashiben,1,Praveen Kumar,214287,14-01-2016,23,637ON/90,6.98E+15,Married,BUSINESS,NO
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMB,Thiruvalachuli,505466,Thiruvazhonzuly,Soolam,Vaghela Samjuben,1,M. Karthik,62425,12-06-2013,44,133ZO-46,7.62E+15,Married,AGRICULTURE,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMB,Thiruvalanjuzhi,505001,Thiruvalanzuly,Sivan 4,Sodha Gitaben,1,M. Karthik,112783,15-01-2016,41,641KE/15,4.76E+15,Married,OTHER,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMB,Swamimalai,505450,Swamimalai 1,Swamimalaiyar 3,Sopermar Kailashben,1,M. Karthik,61022,07-02-2013,25,102XL-56,3.68E+15,Widowed,BUSINESS,NO
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMB,Swamimalai,505405,Swamimalai 7497,Swaminathar 1,Vaghela Ashaben,1,M. Karthik,130388,28-07-2013,47,227VH/96,8.27E+15,Married,BUSINESS,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMB,Swamimalai,505528,Swamimalai 7497,Swaminathar,Ghanchi Samirabanu,1,M. Karthik,228438,02-03-2015,30,332TT-31,7.40E+15,Married,BUSINESS,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMB,Swamimalai,505304,Swamimalai 2,Bisimi 3,Ghanchee Jahedabibi,1,M. Karthik,93173,18-10-2013,31,133TJ/14,3.76E+15,Married,BUSINESS,NO
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMB,Swamimalai,505455,Swamimalai,Paranjothi,Ghanchi Nasimbanu,1,M. Karthik,36770,01-10-2013,28,614EY-53,2.29E+15,Married,OTHER,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMB,Swamimalai,505306,Swamimalai 2,Paranjothi,Mansuri Abedabanu,1,M. Karthik,101194,17-09-2013,34,485GK/15,6.99E+15,Married,OTHER,NO
Tamil Nadu,TN 03,PATTUKOTTAI,Peravurani,TPATPERA,Eluthanivayal,505451,Eluthanivayal,Karthigai-1,Sarojben Akashbhai Parmar,1,M. Sivakumar,111309,25-04-2014,41,460YS-97,4.41E+15,Married,BUSINESS,NO
Tamil Nadu,TN 03,PATTUKOTTAI,Peravurani,TPATPERA,Eluthanivayal,505425,Eluthanivayal,Karthigai-2,Chauhan Vanitaben,1,M. Sivakumar,34310,05-11-2014,21,356MI/32,4.61E+15,Married,AGRICULTURE,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUME,Aathanoor,505331,Aathanoor New,Bharathiyar 1,Chauhan Saveetaben,1,M. Karthik,215745,18-06-2014,45,649VO-42,4.18E+15,Married,BUSINESS,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUME,Aathanoor,505331,Aathanoor New,Bharathiyar 3,Pathan Jarinabanu,1,M. Karthik,220509,27-11-2015,22,444YV/42,9.40E+15,Widowed,BUSINESS,NO
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUME,Aathanoor,505331,Aathanoor New,Bharathiyar 2,Shaikh Kausharbanu,1,M. Karthik,228971,29-10-2013,47,422MP-38,2.17E+15,Married,BUSINESS,NA
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUME,Aathanoor,505425,Aathanoor 12,Gangai,Chauhan Kokilaben,1,M. Karthik,189489,09-02-2016,46,162LD/22,6.41E+15,Married,FLOWER SELLER,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUME,Aathanoor,505454,Aathanoor,Murugan,Chauhan Ranjanben,1,M. Karthik,57683,02-03-2014,24,139VL-68,3.60E+15,Married,AGRICULTURE,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUME,Aathanoor,505454,Aathanoor,Devi 2,Dabhi Savitaben,1,M. Karthik,88200,16-09-2013,30,521DB/42,5.51E+15,Married,OTHER,NA
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUME,Aathanoor,505454,Aathanoor,Flower 1,Chauhan Madhuben,1,M. Karthik,59868,13-01-2015,23,262QE-97,1.56E+15,Married,FLOWER SELLER,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUME,Aathanoor,505454,Aathanoor,Flower 3,Chauhan Ranjanben,1,M. Karthik,113428,20-05-2013,44,314MA/67,8.76E+15,Married,AGRICULTURE,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUME,Kunancheri,505001,Kunancheri,Mango 01,Chauhan Vinuben,1,M. Karthik,107714,14-01-2013,28,673SS-91,9.17E+15,Married,FLOWER SELLER,NA
Tamil Nadu,TN 03,PATTUKOTTAI,Peravurani,TPATPERA,Eluthanivayal,505462,Eluthanivayal,Karthigai-3,Chauhan Jashiben,1,M. Sivakumar,116151,20-12-2013,26,327UK/22,5.70E+15,Married,BUSINESS,YES
Tamil Nadu,TN 01,ULUNDURPET,Ulundhurpet,TUDPUDPC,Keenanur,505401,Keenanur,Sadhana-1,Dabhi Kailasben,1,Sekar,193293,03-10-2015,30,612PJ-49,6.81E+15,Married,BUSINESS,YES
Tamil Nadu,TN 01,ULUNDURPET,Ulundhurpet,TUDPUDPC,Keenanur,505402,Keenanur,Sadhana-2,Ushaben NA,1,Sekar,181129,03-04-2013,26,280VP/58,4.29E+15,Married,OTHER,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMC,Konirajapuram,505526,Mangalam,Vadamalli 3C,Dabhi Champaben,1,M. Karthik,196736,11-09-2013,45,248ER-42,1.50E+15,Married,BUSINESS,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMC,Konirajapuram,505450,Mangalam,Vadamalli 2C,Chauhan Hansaben,1,M. Karthik,110926,08-08-2015,30,628LB/27,7.77E+15,Married,AGRICULTURE,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMC,Konirajapuram,505524,Amman Kovil,Gopuram,Chauhan Ramilaben,1,M. Karthik,21309,30-12-2014,34,245OU-76,5.28E+15,Married,AGRICULTURE,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMC,Konirajapuram,505528,Agalakan,Maruthu,Chauhan Kokilaben,1,M. Karthik,14003,29-04-2013,24,252LB/26,4.50E+15,Married,FLOWER SELLER,NO
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMC,Konirajapuram,505305,Suram,Suram,Gohil   Kanchanben,1,M. Karthik,123291,04-07-2014,46,660OQ-47,8.68E+15,Married,BUSINESS,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMC,Keezhamulai,505530,Suram,Suram 6C,Limbachiya    Minaben,1,M. Karthik,213199,31-08-2013,31,111KP/71,5.57E+15,Married,OTHER,NO
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMC,Keezhamulai,505304,Suram 1,Suram,Chauhan Nanduben Chimanbhai,1,M. Karthik,160441,02-10-2013,42,535DW-73,3.54E+15,Widowed,BUSINESS,NA
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMC,Konirajapuram,505306,Suram 1,Suram 3,Chauhan Rupaben,1,M. Karthik,190216,05-12-2015,20,496OG/44,4.57E+15,Married,AGRICULTURE,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMC,Konirajapuram,505301,Suram 2,Suram 5C,Jhala Rukhiben,1,M. Karthik,20477,26-03-2013,40,502VE-95,6.19E+15,Married,OTHER,YES
Tamil Nadu,TN 03,KUMBAKONAM,Kumbakonam,TKUMKUMC,Konirajapuram,505455,Suram 1,Suram 4,Jhala Kaliben,1,M. Karthik,59129,05-05-2015,24,533CV/73,1.62E+15,Married,OTHER,NO
Tamil Nadu,TN 03,KUMBAKONAM,Suriyanar,TKUMSURA,Sakkottai,505466,Sakkottai 1,Sivan 1,Chauhan Sarojben,1,M. Karthik,205526,03-11-2015,38,371UY-66,5.89E+15,Married,OTHER,YES
Tamil Nadu,TN 03,KUMBAKONAM,Suriyanar,TKUMSURA,Sakkottai,505530,Sakkottai A,Sivan 4,Chauhan Rupaben,1,M. Karthik,97667,07-01-2016,28,371TW/14,6.32E+15,Married,BUSINESS,YES
Tamil Nadu,TN 01,ULUNDURPET,Ulundhurpet,TUDPUDPC,Arali,505445,Arali,Ayyanar,Gausai Ansuyaben,1,Sekar,123645,17-11-2015,37,605HY-59,9.68E+15,Married,FLOWER SELLER,YES
